Product,Market,Month,Value
300S,China,Sep-07,854
300S,China,Oct-07,820
300S,China,Nov-07,845
300S,China,Dec-07,844
300S,China,Jan-08,806
300S,China,Feb-08,817
300S,China,Mar-08,811
300S,China,Apr-08,846
300S,China,May-08,855
300S,China,Jun-08,827
300S,China,Jul-08,834
300S,China,Aug-08,839
300S,China,Sep-08,831
300S,China,Oct-08,820
300S,China,Nov-08,853
300S,China,Dec-08,843
300S,Japan,Jan-07,832
300S,Japan,Feb-07,823
300S,Japan,Mar-07,848
300S,Japan,Apr-07,820
300S,Japan,May-07,838
300S,Japan,Jun-07,834
300S,Japan,Jul-07,809
300S,Japan,Aug-07,826
300S,Japan,Sep-07,823
300S,Japan,Oct-07,849
300S,Japan,Nov-07,831
300S,Japan,Dec-07,852
300S,Japan,Jan-08,843
300S,Japan,Feb-08,822
300S,Japan,Mar-08,830
300S,Japan,Apr-08,855
300S,Japan,May-08,839
300S,Japan,Jun-08,845
300S,Japan,Jul-08,815
300S,Japan,Aug-08,826
300S,Japan,Sep-08,814
300S,Japan,Oct-08,825
300S,Japan,Nov-08,855
300S,Japan,Dec-08,841
600S,US,Jan-07,750
600S,US,Feb-07,727
600S,US,Mar-07,753
600S,US,Apr-07,716
600S,US,May-07,732
600S,US,Jun-07,721
600S,US,Jul-07,745
600S,US,Aug-07,722
600S,US,Sep-07,735
600S,US,Oct-07,736
600S,US,Nov-07,746
600S,US,Dec-07,718
600S,US,Jan-08,724
600S,US,Feb-08,713
600S,US,Mar-08,746
600S,US,Apr-08,730
600S,US,May-08,753
600S,US,Jun-08,741
600S,US,Jul-08,746
600S,US,Aug-08,745
600S,US,Sep-08,726
600S,US,Oct-08,713
600S,US,Nov-08,757
600S,US,Dec-08,713
600S,Canada,Jan-07,732
600S,Canada,Feb-07,729
600S,Canada,Mar-07,743
600S,Canada,Apr-07,715
600S,Canada,May-07,718
600S,Canada,Jun-07,720
600S,Canada,Jul-07,755
600S,Canada,Aug-07,737
600S,Canada,Sep-07,728
600S,Canada,Oct-07,713
600S,Canada,Nov-07,760
600S,Canada,Dec-07,757
600S,Canada,Jan-08,762
600S,Canada,Feb-08,713
600S,Canada,Mar-08,741
600S,Canada,Apr-08,736
600S,Canada,May-08,761
600S,Canada,Jun-08,714
600S,Canada,Jul-08,735
600S,Canada,Aug-08,746
600S,Canada,Sep-08,739
600S,Canada,Oct-08,736
600S,Canada,Nov-08,743
600S,Canada,Dec-08,738
600S,Brazil,Jan-07,728
600S,Brazil,Feb-07,745
600S,Brazil,Mar-07,738
600S,Brazil,Apr-07,721
600S,Brazil,May-07,713
600S,Brazil,Jun-07,714
600S,Brazil,Jul-07,723
600S,Brazil,Aug-07,720
600S,Brazil,Sep-07,718
600S,Brazil,Oct-07,730
600S,Brazil,Nov-07,750
600S,Brazil,Dec-07,758
600S,Brazil,Jan-08,752
600S,Brazil,Feb-08,760
600S,Brazil,Mar-08,755
600S,Brazil,Apr-08,731
600S,Brazil,May-08,742
600S,Brazil,Jun-08,733
600S,Brazil,Jul-08,740
600S,Brazil,Aug-08,734
600S,Brazil,Sep-08,726
600S,Brazil,Oct-08,745
600S,Brazil,Nov-08,754
600S,Brazil,Dec-08,761
600S,Argentina,Jan-07,729
600S,Argentina,Feb-07,725
600S,Argentina,Mar-07,755
600S,Argentina,Apr-07,715
600S,Argentina,May-07,753
600S,Argentina,Jun-07,756
600S,Argentina,Jul-07,745
600S,Argentina,Aug-07,731
600S,Argentina,Sep-07,715
600S,Argentina,Oct-07,717
600S,Argentina,Nov-07,733
600S,Argentina,Dec-07,729
600S,Argentina,Jan-08,737
600S,Argentina,Feb-08,731
600S,Argentina,Mar-08,761
600S,Argentina,Apr-08,737
600S,Argentina,May-08,742
600S,Argentina,Jun-08,743
600S,Argentina,Jul-08,720
600S,Argentina,Aug-08,713
600S,Argentina,Sep-08,753
600S,Argentina,Oct-08,715
600S,Argentina,Nov-08,750
600S,Argentina,Dec-08,743
600S,UK,Jan-07,762
600S,UK,Feb-07,739
600S,UK,Mar-07,728
600S,UK,Apr-07,756
600S,UK,May-07,758
600S,UK,Jun-07,755
600S,UK,Jul-07,716
600S,UK,Aug-07,748
600S,UK,Sep-07,758
600S,UK,Oct-07,759
600S,UK,Nov-07,734
600S,UK,Dec-07,753
600S,UK,Jan-08,757
600S,UK,Feb-08,730
600S,UK,Mar-08,719
600S,UK,Apr-08,729
600S,UK,May-08,748
600S,UK,Jun-08,726
600S,UK,Jul-08,728
600S,UK,Aug-08,739
600S,UK,Sep-08,749
600S,UK,Oct-08,734
600S,UK,Nov-08,723
600S,UK,Dec-08,751
600S,France,Jan-07,718
600S,France,Feb-07,742
600S,France,Mar-07,752
600S,France,Apr-07,729
600S,France,May-07,746
600S,France,Jun-07,742
600S,France,Jul-07,746
600S,France,Aug-07,744
600S,France,Sep-07,713
600S,France,Oct-07,720
600S,France,Nov-07,721
600S,France,Dec-07,740
600S,France,Jan-08,720
600S,France,Feb-08,744
600S,France,Mar-08,716
600S,France,Apr-08,754
600S,France,May-08,728
600S,France,Jun-08,714
600S,France,Jul-08,730
600S,France,Aug-08,753
600S,France,Sep-08,721
600S,France,Oct-08,749
600S,France,Nov-08,747
600S,France,Dec-08,724
600S,Germany,Jan-07,749
600S,Germany,Feb-07,742
600S,Germany,Mar-07,714
600S,Germany,Apr-07,758
600S,Germany,May-07,733
600S,Germany,Jun-07,721
600S,Germany,Jul-07,716
600S,Germany,Aug-07,735
600S,Germany,Sep-07,716
600S,Germany,Oct-07,739
600S,Germany,Nov-07,741
600S,Germany,Dec-07,734
600S,Germany,Jan-08,747
600S,Germany,Feb-08,757
600S,Germany,Mar-08,746
600S,Germany,Apr-08,754
600S,Germany,May-08,721
600S,Germany,Jun-08,730
600S,Germany,Jul-08,744
600S,Germany,Aug-08,722
600S,Germany,Sep-08,742
600S,Germany,Oct-08,745
600S,Germany,Nov-08,721
600S,Germany,Dec-08,746
600S,Spain,Jan-07,755
600S,Spain,Feb-07,744
600S,Spain,Mar-07,762
600S,Spain,Apr-07,749
600S,Spain,May-07,717
600S,Spain,Jun-07,762
600S,Spain,Jul-07,740
600S,Spain,Aug-07,761
600S,Spain,Sep-07,757
600S,Spain,Oct-07,732
600S,Spain,Nov-07,761
600S,Spain,Dec-07,731
600S,Spain,Jan-08,756
600S,Spain,Feb-08,725
600S,Spain,Mar-08,737
600S,Spain,Apr-08,751
600S,Spain,May-08,716
600S,Spain,Jun-08,758
600S,Spain,Jul-08,735
600S,Spain,Aug-08,714
600S,Spain,Sep-08,741
600S,Spain,Oct-08,753
600S,Spain,Nov-08,760
600S,Spain,Dec-08,730
600S,Italy,Jan-07,723
600S,Italy,Feb-07,761
600S,Italy,Mar-07,756
600S,Italy,Apr-07,713
600S,Italy,May-07,749
600S,Italy,Jun-07,722
600S,Italy,Jul-07,749
600S,Italy,Aug-07,718
600S,Italy,Sep-07,735
600S,Italy,Oct-07,745
600S,Italy,Nov-07,729
600S,Italy,Dec-07,724
600S,Italy,Jan-08,745
600S,Italy,Feb-08,729
600S,Italy,Mar-08,746
600S,Italy,Apr-08,761
600S,Italy,May-08,717
600S,Italy,Jun-08,744
600S,Italy,Jul-08,724
600S,Italy,Aug-08,727
600S,Italy,Sep-08,724
600S,Italy,Oct-08,754
600S,Italy,Nov-08,741
600S,Italy,Dec-08,754
600S,China,Jan-07,746
600S,China,Feb-07,719
600S,China,Mar-07,734
600S,China,Apr-07,716
600S,China,May-07,717
600S,China,Jun-07,720
600S,China,Jul-07,734
600S,China,Aug-07,739
600S,China,Sep-07,726
600S,China,Oct-07,750
600S,China,Nov-07,728
600S,China,Dec-07,715
600S,China,Jan-08,736
600S,China,Feb-08,717
600S,China,Mar-08,739
600S,China,Apr-08,722
600S,China,May-08,718
600S,China,Jun-08,736
600S,China,Jul-08,728
600S,China,Aug-08,713
600S,China,Sep-08,754
600S,China,Oct-08,715
600S,China,Nov-08,755
600S,China,Dec-08,746
600S,Japan,Jan-07,720
600S,Japan,Feb-07,736
600S,Japan,Mar-07,729
600S,Japan,Apr-07,761
600S,Japan,May-07,725
600S,Japan,Jun-07,729
600S,Japan,Jul-07,757
600S,Japan,Aug-07,756
600S,Japan,Sep-07,753
600S,Japan,Oct-07,742
600S,Japan,Nov-07,762
600S,Japan,Dec-07,714
600S,Japan,Jan-08,751
600S,Japan,Feb-08,747
600S,Japan,Mar-08,743
600S,Japan,Apr-08,717
600S,Japan,May-08,755
600S,Japan,Jun-08,723
600S,Japan,Jul-08,751
600S,Japan,Aug-08,728
600S,Japan,Sep-08,740
600S,Japan,Oct-08,754
600S,Japan,Nov-08,733
600S,Japan,Dec-08,740
626S,US,Jan-07,798
626S,US,Feb-07,793
626S,US,Mar-07,750
626S,US,Apr-07,781
626S,US,May-07,786
626S,US,Jun-07,778
626S,US,Jul-07,761
626S,US,Aug-07,780
626S,US,Sep-07,788
626S,US,Oct-07,772
626S,US,Nov-07,773
626S,US,Dec-07,793
626S,US,Jan-08,752
626S,US,Feb-08,771
626S,US,Mar-08,771
626S,US,Apr-08,773
626S,US,May-08,759
626S,US,Jun-08,784
626S,US,Jul-08,775
626S,US,Aug-08,768
626S,US,Sep-08,763
626S,US,Oct-08,798
626S,US,Nov-08,768
626S,US,Dec-08,776
626S,Canada,Jan-07,763
626S,Canada,Feb-07,774
626S,Canada,Mar-07,763
626S,Canada,Apr-07,768
626S,Canada,May-07,760
626S,Canada,Jun-07,762
626S,Canada,Jul-07,784
626S,Canada,Aug-07,758
626S,Canada,Sep-07,777
626S,Canada,Oct-07,767
626S,Canada,Nov-07,775
626S,Canada,Dec-07,795
626S,Canada,Jan-08,777
626S,Canada,Feb-08,773
626S,Canada,Mar-08,770
626S,Canada,Apr-08,766
626S,Canada,May-08,765
626S,Canada,Jun-08,780
626S,Canada,Jul-08,751
626S,Canada,Aug-08,786
626S,Canada,Sep-08,751
626S,Canada,Oct-08,776
626S,Canada,Nov-08,773
626S,Canada,Dec-08,760
626S,Brazil,Jan-07,753
626S,Brazil,Feb-07,782
626S,Brazil,Mar-07,756
626S,Brazil,Apr-07,773
626S,Brazil,May-07,758
626S,Brazil,Jun-07,775
626S,Brazil,Jul-07,780
626S,Brazil,Aug-07,760
626S,Brazil,Sep-07,758
626S,Brazil,Oct-07,778
626S,Brazil,Nov-07,776
626S,Brazil,Dec-07,750
626S,Brazil,Jan-08,798
626S,Brazil,Feb-08,794
626S,Brazil,Mar-08,785
626S,Brazil,Apr-08,785
626S,Brazil,May-08,750
626S,Brazil,Jun-08,764
626S,Brazil,Jul-08,779
626S,Brazil,Aug-08,763
626S,Brazil,Sep-08,766
626S,Brazil,Oct-08,796
626S,Brazil,Nov-08,758
626S,Brazil,Dec-08,757
626S,Argentina,Jan-07,753
626S,Argentina,Feb-07,770
626S,Argentina,Mar-07,775
626S,Argentina,Apr-07,780
626S,Argentina,May-07,792
626S,Argentina,Jun-07,774
626S,Argentina,Jul-07,770
626S,Argentina,Aug-07,770
626S,Argentina,Sep-07,784
626S,Argentina,Oct-07,791
626S,Argentina,Nov-07,780
626S,Argentina,Dec-07,761
626S,Argentina,Jan-08,777
626S,Argentina,Feb-08,788
626S,Argentina,Mar-08,764
626S,Argentina,Apr-08,782
626S,Argentina,May-08,779
626S,Argentina,Jun-08,791
626S,Argentina,Jul-08,760
626S,Argentina,Aug-08,787
626S,Argentina,Sep-08,779
626S,Argentina,Oct-08,783
626S,Argentina,Nov-08,764
626S,Argentina,Dec-08,777
626S,UK,Jan-07,757
626S,UK,Feb-07,757
626S,UK,Mar-07,777
626S,UK,Apr-07,767
626S,UK,May-07,786
626S,UK,Jun-07,751
626S,UK,Jul-07,771
626S,UK,Aug-07,768
626S,UK,Sep-07,772
626S,UK,Oct-07,749
626S,UK,Nov-07,783
626S,UK,Dec-07,754
626S,UK,Jan-08,785
626S,UK,Feb-08,784
626S,UK,Mar-08,772
626S,UK,Apr-08,791
626S,UK,May-08,790
626S,UK,Jun-08,754
626S,UK,Jul-08,763
626S,UK,Aug-08,765
626S,UK,Sep-08,753
626S,UK,Oct-08,786
626S,UK,Nov-08,797
626S,UK,Dec-08,785
626S,France,Jan-07,750
626S,France,Feb-07,787
626S,France,Mar-07,765
626S,France,Apr-07,762
626S,France,May-07,798
626S,France,Jun-07,785
626S,France,Jul-07,785
626S,France,Aug-07,775
626S,France,Sep-07,752
626S,France,Oct-07,789
626S,France,Nov-07,772
626S,France,Dec-07,769
626S,France,Jan-08,779
626S,France,Feb-08,791
626S,France,Mar-08,765
626S,France,Apr-08,780
626S,France,May-08,792
626S,France,Jun-08,749
626S,France,Jul-08,797
626S,France,Aug-08,775
626S,France,Sep-08,797
626S,France,Oct-08,773
626S,France,Nov-08,755
626S,France,Dec-08,753
626S,Germany,Jan-07,793
626S,Germany,Feb-07,774
626S,Germany,Mar-07,773
626S,Germany,Apr-07,771
626S,Germany,May-07,785
626S,Germany,Jun-07,763
626S,Germany,Jul-07,770
626S,Germany,Aug-07,772
626S,Germany,Sep-07,791
626S,Germany,Oct-07,786
626S,Germany,Nov-07,790
626S,Germany,Dec-07,798
626S,Germany,Jan-08,789
626S,Germany,Feb-08,769
626S,Germany,Mar-08,788
626S,Germany,Apr-08,760
626S,Germany,May-08,780
626S,Germany,Jun-08,787
626S,Germany,Jul-08,750
626S,Germany,Aug-08,755
626S,Germany,Sep-08,792
626S,Germany,Oct-08,759
626S,Germany,Nov-08,776
626S,Germany,Dec-08,759
626S,Spain,Jan-07,765
626S,Spain,Feb-07,771
626S,Spain,Mar-07,795
626S,Spain,Apr-07,756
626S,Spain,May-07,758
626S,Spain,Jun-07,776
626S,Spain,Jul-07,764
626S,Spain,Aug-07,771
626S,Spain,Sep-07,753
626S,Spain,Oct-07,781
626S,Spain,Nov-07,760
