0.0,temp,118
18.0,fix,119
0.0,temp,119
18.0,fix,120
2.0,temp,120
18.0,fix,121
4.0,temp,121
18.0,fix,122
8.0,temp,122
18.0,fix,123
8.0,temp,123
21.0,fix,124
6.0,temp,124
21.0,fix,125
4.0,temp,125
18.0,fix,126
0.0,temp,126
16.0,fix,127
0.0,temp,127
13.0,fix,128
0.0,temp,128
11.0,fix,129
0.0,temp,129
9.0,fix,130
0.0,temp,130
9.0,fix,131
0.0,temp,131
4.0,fix,132
0.0,temp,132
3.0,fix,133
0.0,temp,133
3.0,fix,134
0.0,temp,134
3.0,fix,135
0.0,temp,135
3.0,fix,136
0.0,temp,136
3.0,fix,137
0.0,temp,137
3.0,fix,138
0.0,temp,138
3.0,fix,139
0.0,temp,139
3.0,fix,140
0.0,temp,140
3.0,fix,141
0.0,temp,141
3.0,fix,142
0.0,temp,142
3.0,fix,143
0.0,temp,143
3.0,fix,144
0.0,temp,144
3.0,fix,145
2.0,temp,145
3.0,fix,146
2.0,temp,146
3.0,fix,147
2.0,temp,147
0.0,fix,148
2.0,temp,148
2.0,fix,149
0.0,temp,149
4.0,fix,150
0.0,temp,150
4.0,fix,151
0.0,temp,151
4.0,fix,152
0.0,temp,152
4.0,fix,153
0.0,temp,153
4.0,fix,154
0.0,temp,154
4.0,fix,155
0.0,temp,155
4.0,fix,156
0.0,temp,156
4.0,fix,157
0.0,temp,157
4.0,fix,158
0.0,temp,158
4.0,fix,159
0.0,temp,159
4.0,fix,160
0.0,temp,160
4.0,fix,161
0.0,temp,161
4.0,fix,162
0.0,temp,162
4.0,fix,163
0.0,temp,163
4.0,fix,164
0.0,temp,164
5.0,fix,165
0.0,temp,165
7.0,fix,166
0.0,temp,166
7.0,fix,167
0.0,temp,167
10.0,fix,168
0.0,temp,168
10.0,fix,169
0.0,temp,169
10.0,fix,170
4.0,temp,170
10.0,fix,171
4.0,temp,171
16.0,fix,172
4.0,temp,172
14.0,fix,173
4.0,temp,173
12.0,fix,174
0.0,temp,174
12.0,fix,175
0.0,temp,175
12.0,fix,176
0.0,temp,176
12.0,fix,177
0.0,temp,177
12.0,fix,178
0.0,temp,178
12.0,fix,179
0.0,temp,179
12.0,fix,180
0.0,temp,180
12.0,fix,181
0.0,temp,181
12.0,fix,182
0.0,temp,182
12.0,fix,183
0.0,temp,183
12.0,fix,184
0.0,temp,184
12.0,fix,185
0.0,temp,185
12.0,fix,186
0.0,temp,186
12.0,fix,187
0.0,temp,187
12.0,fix,188
0.0,temp,188
11.0,fix,189
0.0,temp,189
9.0,fix,190
0.0,temp,190
9.0,fix,191
0.0,temp,191
